Gender,Married,Dependents,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban
1,1,0.0,0,16068.0,11637.0,483.0,360.0,0.752571737953438,0,0,1,0
0,0,0.0,0,14156.0,10757.0,283.0,360.0,1.0,1,0,0,1
1,1,0.0,0,10966.0,8490.0,425.0,360.0,0.752571737953438,0,0,1,0
1,1,3.0,0,5404.0,11100.0,295.0,360.0,1.0,1,0,0,0
1,1,3.0,0,16967.0,12329.0,352.0,240.0,1.0,1,1,0,1
1,0,1.0,0,11919.0,770.0,454.0,300.0,0.0,0,0,0,0
0,0,0.0,0,21680.0,10731.0,70.0,360.0,1.0,1,0,0,1
0,0,2.0,0,18176.0,9654.0,306.0,240.0,1.0,1,0,0,0
1,1,1.0,1,11914.0,3854.0,448.0,360.0,1.0,1,0,0,0
1,1,3.0,0,24150.0,3118.0,578.0,360.0,0.0,0,0,1,0
0,1,1.0,0,24254.0,2132.0,100.0,314.1662255161461,0.0,0,0,0,0
0,1,2.0,0,13665.0,9901.0,496.0,240.0,1.0,1,0,1,0
0,0,1.0,1,12183.0,7225.0,319.0,314.1662255161461,0.0,0,0,1,0
0,1,0.0,0,16942.0,990.0,644.0,360.0,1.0,0,0,0,0
1,0,0.9619249074563723,0,6360.0,710.0,685.0,360.0,1.0,0,0,0,1
1,0,1.0,0,5229.0,4304.0,311.0,360.0,1.0,1,1,0,1
0,1,1.0,0,15900.0,5367.0,414.0,180.0,1.0,1,1,1,0
1,0,0.0,0,23394.0,13522.0,98.0,360.0,1.0,1,0,0,0
0,1,1.0,0,10119.0,38.0,567.0,300.0,1.0,0,0,0,0
0,1,1.0,1,24645.0,1275.0,678.0,360.0,0.0,0,1,0,1
0,1,0.0,0,12664.0,7069.0,167.0,360.0,0.752571737953438,0,0,1,0
1,1,0.0,0,7610.0,14114.0,502.0,180.0,1.0,0,0,0,0
0,1,1.0,1,8455.0,4857.0,690.0,180.0,1.0,0,0,0,0
1,1,2.0,0,1606.0,1436.0,446.0,360.0,0.0,0,0,1,0
0,1,1.0,0,6254.0,11185.0,76.0,314.1662255161461,0.0,0,0,0,0
0,1,0.0,0,13025.0,9661.0,421.0,360.0,1.0,1,0,0,0
1,1,2.0,0,23162.0,2099.0,146.0,360.0,1.0,1,0,1,0
0,1,0.0,0,7908.0,8565.0,578.0,300.0,1.0,0,0,1,0
0,1,0.0,0,9135.0,7693.0,662.0,314.1662255161461,1.0,0,0,0,1
1,1,0.0,0,2725.0,13218.0,235.0,240.0,1.0,0,0,1,0
1,0,0.0,1,13696.0,4251.0,264.0,300.0,1.0,1,1,0,0
1,0,0.0,0,5750.0,4025.0,300.0,180.0,1.0,1,0,1,0
1,0,0.0,0,16872.0,13853.0,265.0,300.0,1.0,1,0,0,1
1,0,0.0,0,18779.0,9305.0,78.0,360.0,1.0,1,1,0,1
0,1,0.0,0,13597.0,10918.0,151.0,240.0,1.0,1,1,0,0
1,0,1.0,0,19504.0,10590.0,172.0,180.0,1.0,1,0,0,0
1,1,1.0,0,22972.0,6212.0,103.0,360.0,0.0,0,0,1,0
0,1,0.0,0,13555.0,3234.0,332.0,360.0,1.0,1,0,1,0
1,0,3.0,0,6919.0,9457.0,663.0,360.0,0.0,0,1,0,0
0,1,0.0,0,19269.0,7662.0,166.0,180.0,0.0,0,1,0,1
1,0,1.0,0,17213.0,7550.0,665.0,360.0,1.0,0,1,1,0
1,0,0.0,0,13284.0,3123.0,606.0,240.0,1.0,0,0,1,0
0,0,0.0,0,3933.0,653.0,163.0,360.0,1.0,0,0,1,0
0,0,1.0,0,12498.0,4158.0,592.0,360.0,1.0,0,0,1,0
0,1,1.0,0,13075.0,8700.0,342.0,300.0,0.752571737953438,0,0,1,0
0,1,3.0,0,2801.0,10531.0,244.0,360.0,1.0,0,0,0,0
0,1,1.0,0,8358.0,11354.0,341.0,360.0,1.0,1,0,1,0
1,1,0.9619249074563723,0,10450.0,9879.0,310.0,360.0,1.0,1,0,0,0
1,1,0.0,0,10438.0,5543.0,256.0,180.0,0.0,0,0,0,0
0,0,0.0,0,7144.0,13980.0,613.0,314.1662255161461,1.0,0,0,0,1
0,0,0.0,1,12578.0,9580.0,98.0,300.0,1.0,1,0,0,0
0,1,0.0,0,22972.0,2197.0,55.0,180.0,0.0,0,0,0,1
1,1,1.0,1,10760.0,3911.0,428.0,360.0,1.0,1,0,0,1
1,1,1.0,0,23324.0,13582.0,443.0,360.0,0.0,0,1,0,1
0,1,0.0,0,24175.0,11120.0,273.0,360.0,0.0,0,0,0,0
1,0,3.0,0,16190.0,13892.0,72.0,360.0,1.0,1,0,1,0
0,1,3.0,0,4807.0,5235.0,159.0,360.0,0.752571737953438,0,0,0,0
0,1,0.0,0,22592.0,4799.0,602.0,360.0,1.0,0,0,0,1
1,1,0.0,0,17988.0,8707.0,448.0,180.0,1.0,1,0,0,1
0,1,0.0,0,21717.0,11850.0,221.0,360.0,0.752571737953438,0,0,1,0
0,1,0.0,0,1895.0,14225.0,355.0,180.0,1.0,0,1,0,1
1,1,0.0,0,21401.0,10025.0,613.0,300.0,1.0,0,0,1,0
0,1,1.0,0,12345.0,5360.0,631.0,180.0,0.0,0,1,0,0
0,1,0.0,0,4791.0,8221.0,200.0,240.0,1.0,1,0,1,0
0,1,0.0,0,19894.0,11406.0,477.0,240.0,1.0,1,1,1,0
1,0,0.9619249074563723,0,14638.0,325.0,670.0,360.0,1.0,0,0,0,1
0,1,2.0,0,6037.0,3766.0,516.0,360.0,1.0,0,1,0,0
1,1,3.0,1,11360.0,4111.0,679.0,360.0,1.0,0,0,0,0
1,1,0.0,0,22852.0,8302.0,656.0,360.0,0.0,0,0,0,0
0,1,0.0,0,22646.0,7015.0,605.0,180.0,1.0,0,0,0,1
1,1,1.0,0,18935.0,6856.0,116.0,300.0,1.0,1,1,1,0
1,0,0.0,0,20725.0,106.0,205.0,314.1662255161461,0.752571737953438,0,0,1,0
0,1,0.0,0,8118.0,2426.0,255.0,360.0,1.0,1,0,0,1
0,1,2.0,0,6223.0,14497.0,204.0,314.1662255161461,0.0,0,1,0,0
0,1,1.0,0,23408.0,4378.0,558.0,360.0,1.0,0,0,0,1
0,1,0.0,1,21468.0,4364.0,621.0,240.0,1.0,0,0,1,0
1,1,1.0,1,16337.0,2531.0,123.0,360.0,0.0,0,0,0,0
1,1,0.0,0,10039.0,6810.0,98.0,360.0,1.0,1,0,1,0
1,1,0.0,0,2763.0,11336.0,516.0,360.0,1.0,0,1,0,0
0,1,0.0,0,14805.0,5316.0,634.0,300.0,1.0,0,1,1,0
0,1,0.0,1,22549.0,5362.0,228.0,360.0,1.0,1,0,1,0
0,1,0.0,0,12434.0,4693.0,97.0,360.0,1.0,1,0,1,0
0,1,0.9619249074563723,0,11765.0,8990.0,121.0,300.0,1.0,1,0,0,1
1,0,1.0,0,17839.0,13570.0,162.0,300.0,1.0,1,0,1,0
0,1,2.0,1,2851.0,5268.0,208.0,360.0,0.0,0,0,0,0
1,1,0.0,1,24864.0,14178.0,79.0,180.0,0.0,0,0,0,0
0,0,0.0,0,8690.0,10629.0,146.0,360.0,1.0,1,0,1,0
1,1,0.0,1,21711.0,2011.0,300.0,360.0,1.0,1,1,1,0
0,1,0.0,0,20530.0,14751.0,568.0,360.0,1.0,0,1,0,0
1,1,0.0,0,18150.0,425.0,141.0,360.0,0.752571737953438,0,0,0,0
1,0,2.0,1,12385.0,3044.0,162.0,360.0,1.0,1,0,0,0
1,1,2.0,0,8934.0,14013.0,308.0,360.0,1.0,1,0,0,0
0,0,1.0,0,2522.0,11480.0,156.0,360.0,0.752571737953438,0,1,1,0
0,1,1.0,1,3537.0,11106.0,624.0,180.0,0.752571737953438,0,1,0,1
1,1,3.0,0,10256.0,6229.0,439.0,180.0,1.0,1,0,0,1
1,1,0.0,0,15058.0,1239.0,407.0,360.0,0.0,0,1,1,0
0,1,0.0,0,18943.0,6566.0,248.0,360.0,1.0,1,0,0,1
1,1,0.0,0,2924.0,3391.0,476.0,180.0,1.0,0,0,1,0
0,1,2.0,1,5623.0,4213.0,527.0,240.0,1.0,0,0,0,0
0,1,0.9619249074563723,0,18103.0,3997.0,552.0,180.0,1.0,0,0,0,1
1,1,0.0,0,1905.0,3006.0,622.0,360.0,0.0,0,0,0,0
1,1,3.0,0,11329.0,7025.0,169.0,360.0,0.752571737953438,0,0,0,0
0,1,3.0,0,20202.0,3039.0,622.0,180.0,1.0,0,0,1,0
1,0,0.0,0,11451.0,6558.0,358.0,360.0,1.0,1,0,0,1
1,0,0.0,0,10483.0,8790.0,587.0,300.0,1.0,0,0,1,0
0,1,0.0,0,22942.0,10279.0,676.0,180.0,1.0,0,0,0,0
0,1,0.9619249074563723,0,19193.0,1184.0,524.0,360.0,1.0,0,0,0,1
0,1,0.0,0,13525.0,10942.0,601.0,360.0,1.0,0,1,1,0
0,1,2.0,0,6429.0,2584.0,393.0,240.0,0.752571737953438,0,0,0,0
1,1,0.0,1,11022.0,14755.0,677.0,360.0,1.0,0,0,0,1
1,1,2.0,0,14138.0,12951.0,185.0,360.0,1.0,1,0,0,0
0,1,0.0,0,10202.0,14430.0,326.0,180.0,1.0,1,1,0,0
0,1,1.0,1,12264.0,11705.0,582.0,240.0,1.0,0,0,0,1
1,1,3.0,0,13621.0,8102.0,80.0,360.0,1.0,1,0,0,1
0,1,3.0,0,15719.0,13869.0,296.0,360.0,1.0,1,0,0,1
1,1,3.0,0,3117.0,7116.0,460.0,300.0,0.0,0,1,0,1
0,1,0.0,1,11748.0,12937.0,76.0,314.1662255161461,0.0,0,0,0,0
1,1,2.0,0,19404.0,12246.0,122.0,180.0,1.0,1,0,0,1
1,1,0.0,0,3083.0,13777.0,146.0,314.1662255161461,1.0,0,0,1,0
1,1,0.0,0,8204.0,4383.0,395.0,360.0,1.0,1,0,0,0
1,1,1.0,0,9488.0,3936.0,525.0,360.0,0.0,0,0,1,0
1,1,0.0,0,24467.0,1699.0,349.0,360.0,1.0,1,0,0,1
0,0,1.0,0,19459.0,4507.0,348.0,360.0,0.0,0,0,1,0
0,1,0.9619249074563723,0,24819.0,14735.0,336.0,360.0,1.0,1,1,0,1
0,1,0.0,0,11453.0,10767.0,498.0,360.0,0.0,0,0,0,0
0,1,2.0,0,24060.0,13329.0,261.0,240.0,1.0,1,1,0,0
1,1,0.0,0,4113.0,135.0,125.0,240.0,0.0,0,0,0,0
1,1,0.0,0,5392.0,2025.0,450.0,180.0,0.0,0,0,0,0
0,1,0.0,0,13836.0,3535.0,83.0,360.0,1.0,1,0,1,0
1,1,3.0,0,8233.0,4854.0,547.0,360.0,0.0,0,1,0,0
0,1,3.0,1,5931.0,5367.0,565.0,360.0,1.0,0,1,0,0
1,1,3.0,0,19265.0,2890.0,377.0,180.0,1.0,1,0,1,0
0,1,0.9619249074563723,0,5015.0,2757.0,147.0,360.0,0.0,0,1,1,0
1,0,0.0,0,5954.0,13312.0,415.0,360.0,1.0,1,0,0,0
0,0,0.0,0,9269.0,3773.0,512.0,360.0,0.752571737953438,0,1,1,0
0,1,2.0,0,24373.0,8572.0,77.0,240.0,1.0,1,0,0,0
0,0,1.0,0,9884.0,6652.0,435.0,300.0,0.752571737953438,0,1,1,0
1,1,0.0,1,15227.0,1528.0,322.0,180.0,0.0,0,0,1,0
0,0,0.0,0,5034.0,13093.0,176.0,360.0,1.0,1,0,0,1
0,1,1.0,0,2255.0,4571.0,251.0,360.0,0.0,0,0,0,1
0,0,1.0,0,20409.0,11820.0,570.0,360.0,1.0,0,0,1,0
0,1,0.0,1,18711.0,5049.0,336.0,360.0,1.0,1,0,1,0
0,0,1.0,0,22632.0,848.0,499.0,360.0,0.0,0,0,1,0
1,0,1.0,0,20217.0,13184.0,137.0,360.0,1.0,1,0,0,0
0,1,1.0,0,22830.0,4127.0,367.0,360.0,1.0,1,0,0,0
0,1,0.0,0,9802.0,10119.0,68.0,360.0,1.0,1,0,0,0
0,1,2.0,0,14407.0,10357.0,642.0,360.0,0.0,0,0,0,1
1,1,0.0,1,10484.0,7351.0,156.0,180.0,1.0,1,1,1,0
1,0,0.0,0,15885.0,12478.0,507.0,314.1662255161461,1.0,0,0,0,1
0,1,2.0,0,8681.0,5866.0,360.0,300.0,0.0,0,0,1,0
0,1,1.0,0,14945.0,5869.0,461.0,360.0,1.0,1,0,0,1
1,1,0.0,0,14375.0,2121.0,673.0,360.0,1.0,0,0,1,0
0,1,2.0,1,4914.0,12910.0,684.0,300.0,1.0,0,0,1,0
1,0,1.0,0,16505.0,13414.0,547.0,360.0,1.0,0,0,0,1
1,1,2.0,0,11001.0,11110.0,293.0,240.0,1.0,1,0,1,0
1,1,2.0,0,15745.0,4681.0,626.0,360.0,0.752571737953438,0,1,1,0
1,1,1.0,0,7957.0,14755.0,429.0,300.0,0.752571737953438,0,0,0,1
0,1,1.0,0,8249.0,472.0,564.0,300.0,1.0,0,0,0,0
1,0,0.0,0,1796.0,1787.0,256.0,180.0,1.0,0,0,1,0
0,1,0.0,0,11321.0,113.0,443.0,180.0,1.0,1,0,1,0
0,1,0.0,0,18452.0,13690.0,70.0,360.0,1.0,1,1,0,1
0,0,1.0,0,6783.0,9528.0,576.0,360.0,0.752571737953438,0,0,0,1
0,0,1.0,0,14619.0,6473.0,392.0,360.0,1.0,1,0,0,0
1,1,0.0,0,9164.0,8530.0,251.0,360.0,1.0,1,0,0,1
0,1,0.0,0,9011.0,2285.0,169.0,360.0,0.0,0,0,0,1
0,1,1.0,0,6965.0,1196.0,698.0,360.0,0.0,0,0,1,0
1,1,0.0,0,14057.0,78.0,438.0,300.0,0.0,0,1,1,0
0,0,2.0,1,5882.0,4559.0,586.0,360.0,1.0,0,1,0,0
0,1,0.0,0,17949.0,6017.0,283.0,360.0,1.0,1,1,1,0
0,0,1.0,0,18763.0,2652.0,682.0,360.0,0.0,0,1,1,0
0,0,3.0,0,10908.0,14275.0,651.0,360.0,1.0,0,0,1,0
0,1,0.0,0,15190.0,12849.0,369.0,360.0,0.0,0,0,0,1
1,0,1.0,0,6569.0,12572.0,229.0,314.1662255161461,0.0,0,1,1,0
0,1,0.0,0,21123.0,4318.0,417.0,360.0,1.0,1,1,1,0
0,1,1.0,0,13172.0,10832.0,125.0,360.0,1.0,1,1,1,0
1,1,1.0,0,18391.0,5385.0,698.0,360.0,1.0,0,0,0,0
1,0,0.0,0,9204.0,13978.0,699.0,360.0,1.0,0,0,0,0
1,1,1.0,0,19009.0,14708.0,545.0,240.0,1.0,0,1,0,1
0,1,3.0,0,18769.0,9448.0,571.0,360.0,1.0,0,0,0,1
0,0,0.0,0,20725.0,7054.0,250.0,360.0,1.0,1,0,1,0
1,0,0.0,0,9475.0,827.0,395.0,360.0,0.0,0,0,0,0
0,0,3.0,0,13569.0,14571.0,532.0,314.1662255161461,1.0,0,0,0,1
1,1,1.0,0,8065.0,10910.0,268.0,360.0,1.0,1,0,0,0
0,1,3.0,0,23967.0,4923.0,109.0,300.0,1.0,1,1,1,0
0,1,1.0,0,6370.0,11002.0,668.0,360.0,1.0,0,0,1,0
0,0,3.0,0,20409.0,3385.0,599.0,360.0,1.0,0,0,0,0
1,1,0.0,1,10617.0,6056.0,695.0,180.0,1.0,0,0,0,1
1,1,2.0,0,22099.0,1965.0,270.0,360.0,0.0,0,0,1,0
1,1,3.0,0,3438.0,2427.0,551.0,360.0,1.0,0,1,1,0
1,1,1.0,0,13054.0,2841.0,182.0,360.0,1.0,1,0,0,1
0,1,0.0,0,4732.0,8805.0,102.0,360.0,0.0,0,1,0,0
0,0,0.0,0,21628.0,8754.0,499.0,240.0,1.0,1,0,0,0
0,0,0.0,1,24105.0,6563.0,111.0,360.0,1.0,1,1,0,1
0,1,0.0,0,4965.0,14387.0,72.0,180.0,1.0,1,1,1,0
0,1,0.0,0,1940.0,5840.0,93.0,360.0,1.0,0,0,0,1
0,0,1.0,0,18345.0,7810.0,607.0,360.0,1.0,0,0,0,0
0,0,1.0,0,6913.0,14093.0,96.0,180.0,1.0,1,0,1,0
0,0,0.0,1,13163.0,6064.0,73.0,360.0,0.0,0,0,1,0
1,1,1.0,0,7255.0,14540.0,138.0,360.0,0.752571737953438,0,1,1,0
1,0,0.0,0,6512.0,7144.0,223.0,360.0,1.0,1,0,1,0
1,0,0.0,0,21047.0,13018.0,625.0,360.0,1.0,0,0,0,0
0,0,0.0,0,17626.0,4352.0,168.0,300.0,0.0,0,0,0,0
0,0,1.0,0,8252.0,184.0,227.0,360.0,1.0,1,1,1,0
1,0,0.0,0,1505.0,10384.0,391.0,360.0,1.0,0,1,0,0
0,1,0.0,0,6276.0,14319.0,617.0,240.0,1.0,0,0,1,0
0,1,0.0,0,8538.0,5809.0,108.0,360.0,1.0,1,0,0,1
1,1,3.0,0,7914.0,4065.0,487.0,360.0,0.0,0,0,0,1
1,1,0.0,0,23623.0,7181.0,477.0,360.0,1.0,1,0,1,0
0,1,1.0,0,5470.0,8437.0,475.0,300.0,1.0,1,0,0,0
0,1,2.0,0,12550.0,12278.0,430.0,314.1662255161461,1.0,1,0,0,0
0,1,2.0,1,4106.0,10426.0,535.0,180.0,1.0,0,0,0,1
0,1,3.0,0,17982.0,7504.0,234.0,360.0,0.0,0,0,1,0
0,1,0.0,1,2025.0,7426.0,608.0,180.0,0.0,0,0,0,1
0,0,0.0,0,7837.0,9057.0,509.0,360.0,1.0,0,0,0,0
0,0,3.0,0,2680.0,2087.0,151.0,360.0,1.0,0,0,0,0
0,1,1.0,0,22375.0,600.0,605.0,314.1662255161461,0.752571737953438,0,1,0,1
1,1,1.0,0,14557.0,7804.0,64.0,360.0,1.0,1,0,0,0
1,1,2.0,1,7422.0,13249.0,100.0,360.0,1.0,1,0,0,0
1,1,2.0,0,4571.0,5537.0,358.0,300.0,1.0,1,0,0,1
0,1,3.0,0,23525.0,3033.0,83.0,180.0,1.0,1,1,1,0
0,1,0.9619249074563723,0,4292.0,2056.0,685.0,360.0,0.0,0,1,1,0
0,0,2.0,0,22662.0,14685.0,638.0,360.0,1.0,0,0,0,1
1,0,0.0,0,15344.0,10323.0,684.0,360.0,1.0,0,0,1,0
1,1,3.0,0,1514.0,8724.0,254.0,360.0,1.0,0,0,0,1
1,1,0.0,0,20299.0,5084.0,119.0,360.0,0.0,0,0,1,0
1,1,0.0,0,4185.0,2042.0,279.0,360.0,1.0,1,0,0,0
0,1,3.0,0,17712.0,7960.0,529.0,314.1662255161461,1.0,0,0,1,0
1,1,0.0,0,10928.0,357.0,582.0,360.0,1.0,0,0,0,1
1,1,0.0,0,9659.0,377.0,157.0,360.0,1.0,1,0,0,1
0,0,0.0,0,5600.0,10411.0,290.0,360.0,1.0,1,0,1,0
1,0,3.0,0,7874.0,13336.0,300.0,360.0,1.0,1,0,1,0
0,1,1.0,0,7504.0,4488.0,184.0,360.0,1.0,1,0,1,0
0,0,2.0,0,7021.0,13414.0,139.0,300.0,1.0,1,0,0,1
1,1,0.0,0,12912.0,4797.0,640.0,300.0,1.0,0,0,0,0
0,1,2.0,0,13255.0,3307.0,489.0,360.0,1.0,1,1,0,0
0,1,2.0,0,21181.0,13721.0,347.0,300.0,1.0,1,0,0,0
0,1,0.0,1,20517.0,2596.0,456.0,360.0,1.0,1,0,1,0
1,1,0.0,0,5390.0,783.0,357.0,180.0,1.0,1,1,0,0
0,1,0.0,0,18675.0,5924.0,151.0,360.0,1.0,1,0,0,1
0,1,0.9619249074563723,0,10691.0,2379.0,410.0,300.0,1.0,1,0,0,0
1,1,1.0,1,1651.0,7831.0,673.0,360.0,1.0,0,0,0,1
1,1,3.0,0,20947.0,11795.0,665.0,360.0,0.752571737953438,0,1,0,0
0,0,0.0,0,24251.0,14984.0,577.0,240.0,1.0,0,1,1,0
0,1,2.0,0,15361.0,9174.0,657.0,360.0,0.0,0,0,0,0
1,1,2.0,0,19975.0,12134.0,342.0,360.0,1.0,1,0,0,0
0,1,2.0,0,16532.0,10782.0,195.0,360.0,1.0,1,0,1,0
1,1,0.9619249074563723,0,6099.0,9234.0,453.0,180.0,0.752571737953438,0,0,0,0
1,1,0.0,0,13774.0,5267.0,51.0,360.0,1.0,1,0,0,1
1,0,0.0,0,13718.0,7638.0,168.0,360.0,0.0,0,0,1,0
1,1,2.0,0,4477.0,2538.0,655.0,300.0,1.0,0,0,0,0
1,0,2.0,0,18726.0,14618.0,240.0,360.0,1.0,1,1,1,0
1,0,1.0,0,5293.0,861.0,52.0,360.0,1.0,1,0,0,1
0,0,0.0,1,3159.0,1876.0,536.0,180.0,1.0,0,0,0,1
1,1,1.0,0,6662.0,10027.0,672.0,240.0,1.0,0,0,0,0
1,1,0.0,0,12205.0,13986.0,226.0,314.1662255161461,1.0,1,1,0,0
0,1,0.0,0,24330.0,12400.0,306.0,360.0,1.0,1,0,0,1
1,0,1.0,0,17540.0,3526.0,583.0,360.0,0.0,0,0,0,1
0,1,2.0,0,5770.0,9877.0,526.0,240.0,1.0,0,0,0,1
1,1,0.0,0,14786.0,11593.0,447.0,240.0,1.0,1,0,0,0
1,1,0.0,0,5103.0,1622.0,545.0,180.0,0.0,0,1,0,0
1,1,0.0,0,15272.0,5518.0,269.0,360.0,0.0,0,0,1,0
1,1,0.0,0,24648.0,13149.0,222.0,360.0,0.0,0,0,0,1
1,1,2.0,0,19100.0,2657.0,439.0,360.0,1.0,1,0,1,0
1,0,3.0,0,3791.0,1932.0,551.0,300.0,1.0,0,0,0,1
1,1,0.0,0,14623.0,8699.0,626.0,360.0,1.0,0,1,0,0
1,1,2.0,0,5311.0,13955.0,309.0,360.0,0.0,0,0,1,0
1,1,3.0,0,14847.0,12753.0,180.0,360.0,1.0,1,0,0,0
1,1,3.0,0,22877.0,3478.0,162.0,360.0,1.0,1,0,0,0
1,1,0.0,0,15351.0,2656.0,69.0,360.0,0.0,0,0,1,0
0,0,0.9619249074563723,0,17013.0,9313.0,264.0,180.0,1.0,1,1,1,0
0,1,0.0,0,6642.0,289.0,359.0,360.0,1.0,1,0,0,0
1,0,0.0,0,24746.0,7011.0,300.0,360.0,1.0,1,1,0,1
0,1,0.0,0,24417.0,5858.0,537.0,360.0,1.0,0,1,0,0
0,1,1.0,0,13694.0,7323.0,431.0,240.0,1.0,1,0,0,1
1,0,0.0,1,9026.0,2829.0,458.0,314.1662255161461,0.0,0,0,0,0
0,1,0.0,0,20862.0,10401.0,320.0,180.0,1.0,1,0,0,1
0,1,0.0,0,23231.0,14959.0,456.0,240.0,1.0,1,0,0,1
1,1,3.0,0,15013.0,5962.0,243.0,360.0,1.0,1,0,1,0
1,1,3.0,1,13584.0,4812.0,490.0,180.0,1.0,1,0,1,0
0,0,0.0,1,14849.0,7264.0,362.0,314.1662255161461,0.752571737953438,0,0,1,0
0,1,3.0,0,16568.0,9592.0,128.0,360.0,1.0,1,0,0,1
1,0,3.0,0,6095.0,8758.0,229.0,360.0,1.0,1,0,0,1
1,0,2.0,0,16902.0,1473.0,63.0,314.1662255161461,1.0,1,0,1,0
1,1,0.0,0,24095.0,13281.0,295.0,240.0,1.0,1,0,1,0
0,0,2.0,0,11455.0,13428.0,63.0,360.0,1.0,1,0,0,0
0,1,3.0,1,20054.0,1987.0,148.0,314.1662255161461,1.0,1,1,1,0
1,1,2.0,0,15496.0,11979.0,82.0,360.0,1.0,1,0,0,0
1,1,0.0,0,20905.0,12057.0,485.0,360.0,1.0,1,1,0,0
0,0,1.0,0,2685.0,7673.0,306.0,180.0,0.752571737953438,0,0,1,0
1,1,1.0,0,4785.0,3260.0,83.0,360.0,0.0,0,0,0,0
1,1,1.0,0,4947.0,11739.0,68.0,180.0,1.0,1,0,0,1
0,1,0.0,0,21875.0,7490.0,309.0,360.0,1.0,1,0,0,1
0,0,0.0,0,12162.0,6739.0,638.0,360.0,1.0,0,0,0,0
0,1,3.0,1,6399.0,14281.0,465.0,360.0,1.0,1,0,0,1
0,1,3.0,0,17560.0,3251.0,186.0,360.0,1.0,1,0,0,1
1,0,0.0,0,3435.0,5905.0,408.0,360.0,1.0,0,0,0,0
1,0,0.9619249074563723,0,10945.0,5300.0,628.0,314.1662255161461,1.0,0,0,1,0
0,1,0.0,0,10774.0,5054.0,165.0,360.0,1.0,1,1,1,0
1,0,2.0,0,11835.0,1716.0,453.0,360.0,1.0,1,0,0,0
1,1,2.0,0,19169.0,9204.0,251.0,360.0,1.0,1,0,1,0
1,0,3.0,0,10045.0,14106.0,425.0,240.0,0.0,0,0,1,0
1,1,3.0,0,8979.0,1310.0,299.0,360.0,1.0,1,1,0,1
1,1,0.0,0,6755.0,12762.0,495.0,360.0,0.0,0,1,1,0
1,0,3.0,0,19769.0,617.0,327.0,360.0,1.0,1,0,0,0
1,1,0.0,0,6562.0,12928.0,161.0,360.0,1.0,1,1,1,0
1,1,2.0,0,8566.0,14597.0,522.0,360.0,0.752571737953438,0,0,0,0
0,1,2.0,0,12212.0,4257.0,441.0,180.0,0.0,0,0,0,0
0,1,2.0,0,17491.0,6099.0,192.0,300.0,0.0,0,1,0,0
0,1,0.0,1,4522.0,10174.0,81.0,360.0,0.0,0,1,1,0
0,1,3.0,0,23149.0,10420.0,230.0,300.0,1.0,1,0,1,0
0,1,0.0,0,3047.0,13012.0,628.0,300.0,1.0,0,1,0,0
1,1,0.0,0,13710.0,468.0,565.0,300.0,0.0,0,0,1,0
0,1,2.0,0,5704.0,5905.0,318.0,314.1662255161461,1.0,1,1,0,0
0,1,1.0,0,9090.0,12308.0,285.0,240.0,1.0,1,0,1,0
0,1,3.0,0,2868.0,12547.0,326.0,360.0,1.0,0,0,0,1
1,0,0.0,0,13029.0,14801.0,602.0,360.0,1.0,0,0,0,1
1,1,0.0,0,19641.0,1139.0,682.0,360.0,1.0,0,0,1,0
1,0,3.0,0,17445.0,9628.0,324.0,300.0,1.0,1,0,1,0
1,0,1.0,0,11209.0,8728.0,135.0,360.0,1.0,1,0,0,1
0,1,0.0,0,15144.0,951.0,112.0,360.0,0.0,0,0,0,0
0,0,2.0,0,6417.0,8012.0,453.0,360.0,1.0,1,0,1,0
1,1,1.0,0,21368.0,11005.0,241.0,240.0,0.752571737953438,0,0,0,0
0,0,1.0,0,13377.0,3006.0,342.0,240.0,0.0,0,0,0,1
0,1,1.0,1,14724.0,12186.0,80.0,360.0,1.0,1,0,0,0
1,0,3.0,0,4552.0,6075.0,379.0,360.0,1.0,1,0,1,0
1,1,3.0,0,9882.0,7890.0,156.0,180.0,1.0,1,1,0,0
1,1,2.0,0,18816.0,10032.0,671.0,360.0,1.0,0,1,0,1
1,1,0.0,0,22121.0,5952.0,325.0,360.0,1.0,1,0,1,0
1,0,3.0,0,8740.0,7077.0,647.0,360.0,1.0,0,0,0,1
1,0,2.0,0,4738.0,9042.0,605.0,314.1662255161461,1.0,0,0,0,0
1,1,2.0,0,11907.0,1971.0,131.0,360.0,1.0,1,0,0,1
1,1,0.0,0,2065.0,13568.0,113.0,360.0,1.0,0,0,0,0
0,1,3.0,1,23262.0,1191.0,616.0,180.0,1.0,0,1,0,1
1,0,2.0,0,7058.0,3920.0,635.0,360.0,1.0,0,0,0,1
0,1,0.0,0,17875.0,12820.0,178.0,360.0,1.0,1,0,1,0
1,0,0.0,1,18627.0,7765.0,305.0,360.0,0.0,0,0,0,0
0,1,3.0,0,12603.0,10254.0,280.0,300.0,1.0,1,1,0,0
1,1,0.0,1,16674.0,6193.0,546.0,360.0,0.0,0,0,1,0
1,1,0.9619249074563723,0,10222.0,3046.0,186.0,180.0,0.752571737953438,0,0,0,0
0,1,2.0,0,23293.0,12591.0,504.0,314.1662255161461,0.752571737953438,0,0,0,1
0,1,1.0,1,10253.0,11750.0,404.0,240.0,0.0,0,0,0,0
